index,Price
0,1406666.6666666667
1,577666.6666666666
2,720833.3333333334
3,563500.0
4,590500.0
5,965166.6666666666
6,545333.3333333334
7,1671666.6666666667
8,594666.6666666666
9,1784500.0
10,2343333.3333333335
11,1168333.3333333333
12,1028666.6666666666
13,841666.6666666666
14,746666.6666666666
15,855333.3333333334
16,528666.6666666666
17,702000.0
18,3527000.0
19,370750.0
20,623000.0
21,1085000.0
22,890166.6666666666
23,1246166.6666666667
24,1683333.3333333333
25,751000.0
26,659166.6666666666
27,589000.0
28,398666.6666666667
29,947666.6666666666
30,750333.3333333334
31,1454000.0
32,438333.3333333333
33,449000.0
34,707000.0
35,583666.6666666666
36,2186666.6666666665
37,564000.0
38,1085000.0
39,1156000.0
40,731333.3333333334
41,1313333.3333333333
42,1460000.0
43,525666.6666666666
44,878333.3333333334
45,1046000.0
46,601666.6666666666
47,542833.3333333334
48,544333.3333333334
49,1156000.0
50,825833.3333333334
51,2127666.6666666665
52,611166.6666666666
53,695333.3333333334
54,1810666.6666666667
55,603333.3333333334
56,750666.6666666666
57,1705000.0
58,1104666.6666666667
59,1791666.6666666667
60,778666.6666666666
61,1830000.0
62,984233.3333333334
63,1095166.6666666667
64,2590296.0
65,1081666.6666666667
66,818000.0
67,675000.0
68,1590000.0
69,730333.3333333334
70,762500.0
71,1388333.3333333333
72,1100666.6666666667
73,1716666.6666666667
74,1334000.0
75,2215666.6666666665
76,490833.3333333333
77,892333.3333333334
78,661666.6666666666
79,2816666.6666666665
80,692666.6666666666
81,716666.6666666666
82,488333.3333333333
83,1898333.3333333333
84,901666.6666666666
85,688333.3333333334
86,932333.3333333334
87,1616166.6666666667
88,779666.6666666666
89,577666.6666666666
90,675333.3333333334
91,1757500.0
92,1200333.3333333333
93,1761666.6666666667
94,1112000.0
95,1890000.0
96,512666.6666666667
97,2325000.0
98,1803333.3333333333
99,1636666.6666666667
100,1120000.0
101,1243333.3333333333
102,1901666.6666666667
103,1193333.3333333333
104,430000.0
105,650666.6666666666
106,1857000.0
107,1640000.0
108,969666.6666666666
109,2299000.0
110,2541666.6666666665
111,1277333.3333333333
112,668333.3333333334
113,1090000.0
114,2503666.6666666665
115,440666.6666666667
116,1050166.6666666667
117,1743333.3333333333
118,1528666.6666666667
119,1335000.0
120,1688500.0
121,409166.6666666667
122,1535000.0
123,1205000.0
124,1015000.0
125,998333.3333333334
126,2341666.6666666665
127,474333.3333333333
128,1105833.3333333333
129,836000.0
130,761666.6666666666
131,1050333.3333333333
132,1363333.3333333333
133,3183333.3333333335
134,826666.6666666666
135,851666.6666666666
136,1166333.3333333333
137,635433.3333333334
138,1017833.3333333334
139,689333.3333333334
140,1858333.3333333333
141,1361666.6666666667
142,830833.3333333334
143,1275666.6666666667
144,1307166.6666666667
145,1660000.0
146,1801666.6666666667
147,567083.3333333334
148,705333.3333333334
149,805333.3333333334
150,689833.3333333334
151,821333.3333333334
152,538333.3333333334
153,963333.3333333334
154,1313400.0
155,1711500.0
156,2002000.0
157,1398333.3333333333
158,435666.6666666667
159,1224000.0
160,865000.0
161,1595000.0
162,1571666.6666666667
163,531000.0
164,2403333.3333333335
165,3090000.0
166,1342666.6666666667
167,738333.3333333334
168,503666.6666666667
169,764666.6666666666
170,2301666.6666666665
171,520333.3333333333
172,971333.3333333334
173,710000.0
174,376666.6666666667
175,1206000.0
176,831666.6666666666
177,441666.6666666667
178,2023333.3333333333
179,956666.6666666666
180,1801666.6666666667
181,1197833.3333333333
182,634666.6666666666
183,634000.0
184,1018333.3333333334
185,2505000.0
186,2006666.6666666667
187,1121666.6666666667
188,485666.6666666667
189,1066666.6666666667
190,666333.3333333334
191,851666.6666666666
192,485000.0
193,1215000.0
194,562000.0
195,1596666.6666666667
196,861666.6666666666
197,781666.6666666666
198,809666.6666666666
199,887000.0
200,751666.6666666666
201,828266.6666666666
202,735666.6666666666
203,882666.6666666666
204,1025000.0
205,2388333.3333333335
206,1030666.6666666666
207,1735000.0
208,1105833.3333333333
209,1371666.6666666667
210,810000.0
211,697333.3333333334
212,1756666.6666666667
213,818333.3333333334
214,604000.0
215,687666.6666666666
216,1100333.3333333333
217,962000.0
218,1053333.3333333333
219,543666.6666666666
220,1050000.0
221,1479333.3333333333
222,2186666.6666666665
223,2416666.6666666665
224,733333.3333333334
225,1009333.3333333334
226,1188333.3333333333
227,818666.6666666666
228,693666.6666666666
229,320000.0
230,464333.3333333333
231,799833.3333333334
232,844166.6666666666
233,1483666.6666666667
234,951333.3333333334
235,997666.6666666666
236,1033333.3333333334
237,735000.0
238,2893333.3333333335
239,1800000.0
240,941666.6666666666
241,810000.0
242,1418333.3333333333
243,1596666.6666666667
244,3403333.3333333335
245,294333.3333333333
246,592166.6666666666
247,1666666.6666666667
248,1573400.0
249,1675666.6666666667
250,850000.0
251,778333.3333333334
252,1241000.0
253,699333.3333333334
254,1229000.0
255,736500.0
256,1388166.6666666667
257,797166.6666666666
258,742333.3333333334
