index,Price
0,1612235.9921668544
1,213460.18461801857
2,1205654.8019096702
3,722560.9366560876
4,676120.5850317851
5,1273638.596569553
6,54173.97717105597
7,1581536.442924358
8,1018924.7927047908
9,1464305.3346894234
10,1820824.3146110624
11,832020.1508108899
12,797874.7940224186
13,770935.281407237
14,338242.7044405192
15,929944.6516325027
16,394164.3302632645
17,939979.865567036
18,2123897.421848342
19,676546.8496404365
20,956359.0038683414
21,954950.5973308906
22,1025858.9309474528
23,1476459.5611644536
24,1431355.2575998604
25,1144642.0752688572
26,905447.5536498651
27,846364.3361473009
28,982731.0680560097
29,1091583.3649867997
30,414758.62476971
31,1673705.4006051868
32,52905.20033220202
33,231313.9120913595
34,569000.5776825771
35,482727.358574532
36,1840435.186566107
37,1188071.5193132162
38,1157011.9934973642
39,844101.0609751344
40,1262573.0655943304
41,1543739.5412412584
42,1288118.6170728132
43,47535.17149498314
44,938134.7012528852
45,1174114.8629434034
46,1134282.7891224995
47,833777.456447266
48,336323.82500278205
49,938747.075750038
50,686448.5365003496
51,1933712.5064449757
52,776167.7378818244
53,525871.5290356427
54,1900283.4741329104
55,548929.4966098517
56,1088808.1123100892
57,1511255.0132462755
58,1275153.2144370824
59,1237325.8176920041
60,404056.5987329334
61,1484926.8842576966
62,1031821.4134893343
63,1364115.787705563
64,2022819.2601083815
65,1340929.3257816583
66,1397913.1081155837
67,976539.4391038641
68,1125046.2661238164
69,1030645.6482846364
70,1153161.2991760522
71,1920246.2136099637
72,1523799.1062379181
73,1856468.2284030989
74,1509492.0358656198
75,1670280.2838130519
76,884350.1678571999
77,968534.7468124852
78,1001124.6343161166
79,2295285.594155453
80,1461377.1560906544
81,1242358.4501203224
82,321237.4534545988
83,1697534.512848787
84,1009465.6088030189
85,944812.6273552328
86,992959.8460427672
87,1911973.5885530412
88,60248.453385040164
89,-123304.42019272596
90,646906.5996860489
91,1696424.263645336
92,1037198.3550307155
93,1726505.1916373894
94,1530391.8360990882
95,1879444.4835747257
96,307168.4010611996
97,2345868.228887826
98,1903603.1612338275
99,1384125.0926493034
100,234325.34423144162
101,1372659.5352328047
102,1832741.873197876
103,1287951.9467264041
104,468503.8796674311
105,943532.7351907566
106,1617543.2622369975
107,1465745.5006051138
108,547547.743681848
109,1283236.5721976086
110,1803350.7120215893
111,1236535.0724927038
112,725830.62060076
113,1623038.7519866824
114,2143327.4527590275
115,200665.55400591344
116,1327534.79374969
117,2274614.946762465
118,1241737.4059448615
119,1294598.560436964
120,1704957.6726610884
121,483925.23954132944
122,1462772.444493711
123,1204135.0505041927
