index,Price
0,1894501.1
1,558912.7
2,950499.44
3,539279.8
4,812613.0
5,835955.25
6,435744.7
7,1572243.8
8,642126.44
9,1475329.5
10,1918143.5
11,781643.8
12,1053578.6
13,637991.8
14,587384.3
15,965584.1
16,531522.44
17,725969.06
18,2221177.5
19,475948.53
20,729015.6
21,1145966.0
22,948706.6
23,1408895.9
24,1550628.9
25,722044.2
26,584855.9
27,439802.34
28,725005.06
29,1206155.2
30,636858.8
31,1654365.1
32,166557.44
33,389611.1
34,825465.06
35,468888.0
36,1737990.4
37,649428.75
38,1063569.2
39,698495.0
40,1282006.8
41,1133887.2
42,1309692.0
43,279486.4
44,958953.8
45,1193353.0
46,711004.4
47,778735.9
48,417526.8
49,1152140.2
50,809045.25
51,2310613.2
52,570672.06
53,896285.25
54,2059301.1
55,523876.4
56,749587.8
57,1623942.1
58,1212576.1
59,1614424.4
60,631858.44
61,1396736.0
62,1343641.2
63,1276150.2
64,2621899.8
65,1399903.1
66,1286008.5
67,654137.44
68,1529756.1
69,783768.5
70,552074.75
71,1506464.5
72,1355570.0
73,1874868.8
74,1263110.5
75,1791217.9
76,800563.25
77,1137069.0
78,671241.94
79,2582791.8
80,815495.0
81,800410.0
82,451539.88
83,1789929.4
84,1173905.4
85,687453.2
86,928530.6
87,1696973.5
88,507817.34
89,446504.94
90,489287.38
91,1302261.1
92,1246867.5
93,1595712.6
94,1181224.4
95,2107735.8
96,507405.75
97,2435258.2
98,1330202.4
99,1236937.6
100,638419.7
101,1388707.6
102,2035622.8
103,1244289.9
104,357679.38
105,738616.8
106,1568482.6
107,1612867.0
108,648545.5
109,1645443.6
110,2402803.8
111,1094186.4
112,525334.44
113,1308748.4
114,2137833.8
115,551049.06
116,1349723.4
117,2464499.5
118,1353370.2
119,1498479.8
120,2133968.2
121,474744.06
122,1226121.8
123,996044.9
124,940664.56
125,1304149.2
126,2318579.2
127,547072.5
128,842495.7
129,782021.56
130,470806.34
131,892927.6
132,1134757.0
133,2598614.2
134,600935.56
135,925306.94
136,1132720.1
137,791000.1
138,842053.56
139,684805.8
140,1470560.5
141,1265424.1
142,979442.9
143,1088139.1
144,1078216.5
145,2297049.2
146,1763043.6
147,697399.7
148,1972429.5
149,1028034.4
150,477262.16
151,812797.94
152,452123.72
153,902225.75
154,1180133.4
155,1778577.8
156,1678346.4
